mex_dir,mex_file,mex_path,ID,TextID,WordID,Preview,start,end,file_name,tag,preview_length
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,75,10,4,Ajudante,150,158,Dokument (10),Role,8
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,76,10,2,Franciscode Sousa Leal,103,126,Dokument (10),Person,22
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,77,10,1,Infantariada Ordenança,181,203,Dokument (10),Institution,22
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,78,11,7,"1760, Janeiro, 2",6,22,Dokument (11),Date,16
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,79,11,5,REQUERIMENTO,23,35,Dokument (11),Type,12
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,80,11,4,capitão-mor,65,76,Dokument (11),Role,11
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,81,11,4,governador,108,119,Dokument (11),Role,10
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,82,11,4,capitão-general,121,136,Dokument (11),Role,15
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,83,11,4,capitão tenente,185,200,Dokument (11),Role,15
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,84,11,4,general,293,301,Dokument (11),Role,7
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,85,11,2,José Pereira,201,213,Dokument (11),Person,12
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,86,12,6,Rio Grande de S,123,139,Dokument (12),Localization,15
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,87,12,4,ATESTADOS,7,16,Dokument (12),Role,9
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,88,12,6,Praça da Nova Colônia,57,80,Dokument (12),Localization,21
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,89,12,4,Comandante,97,109,Dokument (12),Role,10
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,90,12,2,Pedro AndréRibeiro Coutinho,140,168,Dokument (12),Person,27
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,91,12,2,Antonio Rodrigues Sardinha.,191,218,Dokument (12),Person,27
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,92,13,7,"1802, setembro, 17",13,33,Dokument (13),Date,18
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,93,13,6,Minas Gerais,71,83,Dokument (13),Localization,12
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,94,13,5,REQUERIMENTO,32,45,Dokument (13),Type,12
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,95,13,4,procurador,49,60,Dokument (13),Role,10
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,96,13,2,João Inácio do Amaral Silveira,275,306,Dokument (13),Person,30
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,97,13,2,João da Cunha Souto Maior,308,334,Dokument (13),Person,25
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,98,13,4,intendente e fiscal,241,260,Dokument (13),Role,19
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,99,13,1,Diamantes,265,274,Dokument (13),Institution,9
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,100,14,7,"1806, Agosto, 28,",8,26,Dokument (14),Date,17
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,101,14,6,Bahia,25,32,Dokument (14),Localization,5
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,102,14,4,OFÍCIOS,32,39,Dokument (14),Role,7
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,103,14,4,conde,47,53,Dokument (14),Role,5
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,104,14,4,governador,116,126,Dokument (14),Role,10
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,105,14,4,capitão general,129,145,Dokument (14),Role,15
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,106,14,4,secretário,205,216,Dokument (14),Role,10
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,107,14,4,príncipe regente,437,453,Dokument (14),Role,16
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,108,14,4,bispos,488,495,Dokument (14),Role,6
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,109,14,2,Ponte João de Saldanha da Gama Melo Torres Guedes de Brito,55,114,Dokument (14),Person,58
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,110,14,4,Visconde de Anadia,156,175,Dokument (14),Role,18
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,111,14,2,João Rodrigues de Sá e Melo,177,204,Dokument (14),Person,27
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,112,14,2,José Rodrigues de Deus Sequeira,330,362,Dokument (14),Person,31
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,113,14,4,governadores,498,511,Dokument (14),Role,12
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,114,15,7,"1636, Novembro, 27,",5,26,Dokument (15),Date,19
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,115,15,6,Lisboa,26,33,Dokument (15),Localization,6
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,116,15,5,MANDADO,33,41,Dokument (15),Type,7
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,117,15,4,secretário de estado,44,64,Dokument (15),Role,20
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,118,15,2,Miguel de Vasconcelos de Brito e Barbosa,88,129,Dokument (15),Person,40
WSZYSTKIE,19 - zrobiony do 14.mex,WSZYSTKIE/19 - zrobiony do 14.mex,119,15,1,Conselho da Fazenda,133,152,Dokument (15),Institution,19
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,1,1,7,"1807, Janeiro, 30",13,30,Dokument (1),date,17
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,2,1,6,São Paulo,138,147,Dokument (1),localization,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,3,1,5,REQUERIMENTO,31,43,Dokument (1),type,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,4,1,2,João Francisco Dultra,149,170,Dokument (1),person,21
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,5,1,2,Alexandre Pereira Dinis,191,214,Dokument (1),person,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,6,1,2,Antônio José da Franca e Horta,368,398,Dokument (1),person,30
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,7,1,4,procurador,180,190,Dokument (1),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,8,1,4,governador,311,321,Dokument (1),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,9,1,4,capitão general,324,339,Dokument (1),role,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,10,1,1,Companhia de Fuzileiros,60,84,Dokument (1),institution,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,11,1,1,capitania de São Paulo,343,365,Dokument (1),institution,22
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,12,1,2,D. João,237,244,Dokument (1),person,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,13,1,4,Príncipe Regente,220,236,Dokument (1),role,16
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,14,2,7,"1750, Novembro, 5",12,29,Dokument (2),date,17
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,15,2,5,REQUERIMENTO,29,42,Dokument (2),type,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,16,2,2,Teodoro de Carvalho,46,65,Dokument (2),person,19
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,17,2,4,rei,69,72,Dokument (2),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,18,2,2,D. José,73,80,Dokument (2),person,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,19,2,6,Bahia Adriano Antunes Ferreira,185,215,Dokument (2),localization,30
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,20,2,1,Conselho Ultramarino,233,253,Dokument (2),institution,20
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,21,2,1,Judicial e Notas,155,171,Dokument (2),institution,16
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,22,3,7,"1756, Fevereiro, 27",7,26,Dokument (3),date,19
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,23,3,6,Lisboa,27,34,Dokument (3),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,24,3,5,DECRETO,35,42,Dokument (3),type,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,25,3,2,D. José I,46,55,Dokument (3),person,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,26,3,2,Manuel Dias da Silva Basto,116,142,Dokument (3),person,26
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,27,3,4,contador,169,177,Dokument (3),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,28,3,4,distribuidor,179,191,Dokument (3),role,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,29,3,4,inquiridor,194,204,Dokument (3),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,30,3,6,Mariana,218,225,Dokument (3),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,31,4,7,"1787, Março, 30",12,27,Dokument (4),date,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,32,4,5,REQUERIMENTO,28,40,Dokument (4),type,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,33,4,2,Francisco Caetano Ribeiro,44,69,Dokument (4),person,25
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,34,4,2,D. Maria I,85,95,Dokument (4),person,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,35,4,2,Antônio José da Costa,147,168,Dokument (4),person,21
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,36,4,2,Manuel da Rocha Monteiro,187,211,Dokument (4),person,24
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,37,4,4,testamenteiro,170,183,Dokument (4),role,13
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,38,5,7,"1791, Junho, 10",7,22,Dokument (5),date,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,39,5,6,Vila do Iguaraçu,24,40,Dokument (5),localization,16
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,40,5,5,CARTA,41,46,Dokument (5),type,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,41,5,2,Manuel António Pimentel,50,73,Dokument (5),person,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,42,5,4,Rainha,76,82,Dokument (5),role,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,43,6,7,"1755, maio, 18",6,20,Dokument (6),date,14
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,44,6,5,OFÍCIO,29,35,Dokument (6),type,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,45,6,4,governador,39,49,Dokument (6),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,46,6,6,Pernambuco,66,76,Dokument (6),localization,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,47,6,2,Luís José Correia de Sá,78,101,Dokument (6),person,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,48,6,1,secretário de estado da Marinha e Ultramar,106,148,Dokument (6),institution,42
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,49,6,2,Diogo de Mendonça Corte Real,150,178,Dokument (6),person,28
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,50,6,1,secretário do Governo,204,225,Dokument (6),institution,21
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,51,6,2,Antônio José Correia,245,265,Dokument (6),person,20
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,52,7,7,"1821, Novembro, 1",6,23,Dokument (7),date,17
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,53,7,6,Lisboa,25,31,Dokument (7),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,54,7,5,INFORMAÇÃO,32,42,Dokument (7),type,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,55,7,4,comandante,46,56,Dokument (7),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,56,7,4,capitão tenente,82,97,Dokument (7),role,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,57,7,2,Joaquim Bento da Fonseca,98,122,Dokument (7),person,24
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,58,7,6,Rio de Janeiro,154,168,Dokument (7),localization,14
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,59,8,7,"1760, dezembro, 24",7,25,Dokument (8),date,18
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,60,8,6,Paraíba,27,34,Dokument (8),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,61,8,5,CARTA,35,40,Dokument (8),type,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,62,8,4,provedor,44,52,Dokument (8),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,63,8,2,Manuel Rodrigues Coelho,81,104,Dokument (8),person,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,64,8,4,rei,109,112,Dokument (8),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,65,8,2,D. José I,113,122,Dokument (8),person,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,66,8,1,Fazenda Real,56,68,Dokument (8),institution,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,67,8,6,Paraíba,72,79,Dokument (8),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,68,9,7,"1766, Abril, 12",6,21,Dokument (9),date,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,69,9,6,Lisboa,23,29,Dokument (9),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,70,9,5,CONSULTA,30,38,Dokument (9),type,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,71,9,1,Conselho Ultramarino,42,62,Dokument (9),institution,20
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,72,9,4,rei,66,69,Dokument (9),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,73,9,2,D. José,70,77,Dokument (9),person,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,74,9,4,oficiais da câmara,98,116,Dokument (9),role,18
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,75,9,6,Rio Grande de São Pedro,128,151,Dokument (9),localization,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,76,9,6,Viamão,177,183,Dokument (9),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,77,9,4,comerciantes,220,232,Dokument (9),role,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,78,9,4,rei,386,389,Dokument (9),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,79,9,4,credores,302,310,Dokument (9),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,80,9,4,espanhóis,253,262,Dokument (9),role,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,81,10,7,"1766, Julho, 4",7,21,Dokument (10),date,14
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,82,10,6,Vila Boa,22,31,Dokument (10),localization,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,83,10,5,OFÍCIO,32,38,Dokument (10),type,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,84,10,4,governador,42,52,Dokument (10),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,85,10,4,capitão-general,55,70,Dokument (10),role,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,86,10,6,Goiás,74,79,Dokument (10),localization,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,87,10,2,João Manuel de Melo,81,100,Dokument (10),person,19
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,88,10,1,secretário de estado da Marinha e Ultramar,105,147,Dokument (10),institution,42
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,89,10,2,Francisco Xavier de Mendonça Furtado,149,185,Dokument (10),person,36
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,90,10,7,6 de Maio de 1765,298,315,Dokument (10),date,17
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,91,10,4,jesuítas,368,376,Dokument (10),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,92,11,7,"1815, Outubro, 16",8,25,Dokument (11),date,17
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,93,11,6,Lisboa,27,33,Dokument (11),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,94,11,5,TERMO DE JURAMENTO,34,52,Dokument (11),type,18
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,96,11,4,secretário,56,66,Dokument (11),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,97,11,1,"Junta de Comércio, Agricultura, Fábricas e Navegação",70,122,Dokument (11),institution,52
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,98,11,2,José Acúrcio das Neves,124,146,Dokument (11),person,22
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,99,11,2,António do Espirito Santo,161,186,Dokument (11),person,25
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,100,11,4,mestre,192,198,Dokument (11),role,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,101,11,4,senhorio,249,257,Dokument (11),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,102,11,2,José de Magalhães Coutinho,258,284,Dokument (11),person,26
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,103,12,7,"1745, Junho, 1",12,26,Dokument (12),date,14
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,104,12,5,REQUERIMENTO,27,39,Dokument (12),type,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,105,12,2,André Teixeira da Costa,43,66,Dokument (12),person,23
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,106,12,4,morador,68,75,Dokument (12),role,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,107,12,6,Vila Rica,79,88,Dokument (12),localization,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,108,12,4,tesoureiro,135,145,Dokument (12),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,109,12,6,Fazenda Real,149,161,Dokument (12),localization,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,110,12,1,Provedoria,166,176,Dokument (12),institution,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,111,12,6,Minas Gerais,180,192,Dokument (12),localization,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,112,13,7,"1726, Maio, 12",5,19,Dokument (13),date,14
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,113,13,6,Cacheu,21,27,Dokument (13),localization,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,114,13,5,CARTA,28,33,Dokument (13),type,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,115,13,4,capitão-mor,37,48,Dokument (13),role,11
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,116,13,2,Pedro de Barros,69,84,Dokument (13),person,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,117,13,4,rei,89,92,Dokument (13),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,118,13,2,D. João V,93,102,Dokument (13),person,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,119,13,4,monições,126,134,Dokument (13),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,120,13,4,feitor,198,204,Dokument (13),role,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,121,13,6,Fazenda Real,208,220,Dokument (13),localization,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,122,13,2,Manuel da Costa Coelho,222,244,Dokument (13),person,22
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,123,14,7,"1734, agosto, 15",6,22,Dokument (14),date,16
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,124,14,6,Paraíba,24,31,Dokument (14),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,125,14,5,CARTA,32,37,Dokument (14),type,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,126,14,4,provedor,41,49,Dokument (14),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,127,14,6,Paraíba,69,76,Dokument (14),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,128,14,2,Jorge Salter de Mendonça,78,102,Dokument (14),person,24
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,129,14,1,Fazenda Real,53,65,Dokument (14),institution,12
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,130,14,4,rei,107,110,Dokument (14),role,3
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,131,14,2,D. João V,111,120,Dokument (14),person,9
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,132,14,4,oficiais,177,185,Dokument (14),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,133,14,1,Câmara,189,195,Dokument (14),institution,6
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,134,14,6,Paraíba,199,206,Dokument (14),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,135,14,4,escrivão,249,257,Dokument (14),role,8
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,136,14,4,tesoureiro,260,270,Dokument (14),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,137,15,7,"1751, outubro, 4",7,23,Dokument (15),date,16
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,138,15,6,Paraíba,25,32,Dokument (15),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,139,15,5,CARTA,33,38,Dokument (15),type,5
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,140,15,4,governador,42,52,Dokument (15),role,10
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,141,15,4,mestre-de-campo,55,70,Dokument (15),role,15
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,142,15,6,Paraíba,74,81,Dokument (15),localization,7
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,143,15,2,António Borges da Fonseca,83,108,Dokument (15),person,25
WSZYSTKIE,1 - wszystko.mex,WSZYSTKIE/1 - wszystko.mex,144,15,4,rei,113,116,Dokument (15),role,3
